
Host: asax029.asc.edu

Timers On : Tue Dec  3 15:12:11 2024
Timers Off: Tue Dec  3 15:12:36 2024

Wall Time:       24.96 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
JK: JK                              :      3.633u      0.083s      0.558w     26 calls
PK computes JK                      :      3.633u      0.083s      0.558w     26 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     26 calls
HF: Form F                          :      0.000u      0.000s      0.001w     26 calls
HF: Form D                          :      0.000u      0.000s      0.001w     26 calls
HF: DIIS                            :      2.283u      0.100s      0.470w     24 calls
HF: Form C                          :      0.333u      0.000s      0.044w     24 calls
trans_ints                          :      3.733u      0.833s      2.208w      1 calls
Trans (OV|OV)                       :      3.633u      0.817s      2.169w      1 calls
Sort chem -> phys                   :      0.017u      0.017s      0.019w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.017u      0.017s      0.019w      1 calls
Trans OEI                           :      0.000u      0.000s      0.000w      1 calls
Build Denominators                  :      0.067u      0.000s      0.012w      1 calls
T2(1)                               :      0.817u      0.183s      0.156w      1 calls
MP2 Energy                          :      0.133u      0.050s      0.044w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :     18.733u      0.183s      4.032w      2 calls
| Libint2ERI::Libint2ERI            :      0.550u      0.033s      0.351w     10 calls
HF: Form core H                     :      0.167u      0.000s      0.030w      2 calls
HF: Form S/X                        :      0.033u      0.000s      0.005w      2 calls
HF: Guess                           :      0.700u      0.033s      0.112w      2 calls
| SAD Guess                         :      0.683u      0.033s      0.110w      2 calls
HF: Form G                          :      3.667u      0.083s      0.561w     26 calls
| JK: D                             :      0.033u      0.000s      0.001w     26 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     26 calls
| JK: JK                            :      3.633u      0.083s      0.558w     26 calls
| | PK computes JK                  :      3.633u      0.083s      0.558w     26 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     26 calls
HF: Form F                          :      0.000u      0.000s      0.001w     26 calls
HF: Form D                          :      0.000u      0.000s      0.001w     26 calls
HF: DIIS                            :      2.283u      0.100s      0.470w     24 calls
HF: Form C                          :      0.333u      0.000s      0.044w     24 calls
Libint2ERI::Libint2ERI              :      0.450u      0.000s      0.067w      2 calls
trans_ints                          :      3.733u      0.833s      2.208w      1 calls
| Trans (OV|OV)                     :      3.633u      0.817s      2.169w      1 calls
| Sort chem -> phys                 :      0.017u      0.017s      0.019w      1 calls
| | Sort (OV|OV) -> <OO|VV>         :      0.017u      0.017s      0.019w      1 calls
| Trans OEI                         :      0.000u      0.000s      0.000w      1 calls
| Build Denominators                :      0.067u      0.000s      0.012w      1 calls
T2(1)                               :      0.817u      0.183s      0.156w      1 calls
MP2 Energy                          :      0.133u      0.050s      0.044w      1 calls

**************************************************************************************

Host: asax029.asc.edu

Timers On : Tue Dec  3 15:15:38 2024
Timers Off: Tue Dec  3 15:15:41 2024

Wall Time:        3.17 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      0.183u      0.033s      0.079w      2 calls
Libint2ERI::Libint2ERI              :      0.100u      0.017s      0.061w     12 calls
HF: Form core H                     :      0.100u      0.017s      0.019w      2 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      2 calls
HF: Guess                           :      0.417u      0.033s      0.068w      2 calls
SAD Guess                           :      0.417u      0.033s      0.066w      2 calls
HF: Form G                          :      0.050u      0.000s      0.003w     22 calls
JK: D                               :      0.017u      0.000s      0.000w     22 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     22 calls
JK: JK                              :      0.033u      0.000s      0.003w     22 calls
PK computes JK                      :      0.033u      0.000s      0.003w     22 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     22 calls
HF: Form F                          :      0.000u      0.000s      0.000w     22 calls
HF: Form D                          :      0.000u      0.000s      0.000w     22 calls
HF: DIIS                            :      2.033u      0.083s      0.415w     20 calls
HF: Form C                          :      0.033u      0.000s      0.007w     20 calls
trans_ints                          :      0.983u      0.033s      0.213w      1 calls
Trans (OV|OV)                       :      0.967u      0.033s      0.205w      1 calls
Sort chem -> phys                   :      0.000u      0.000s      0.000w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.000u      0.000s      0.000w      1 calls
Trans OEI                           :      0.000u      0.000s      0.000w      1 calls
Build Denominators                  :      0.000u      0.000s      0.000w      1 calls
T2(1)                               :      0.067u      0.017s      0.016w      1 calls
MP2 Energy                          :      0.067u      0.000s      0.014w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      0.183u      0.033s      0.079w      2 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.017s      0.054w     10 calls
HF: Form core H                     :      0.100u      0.017s      0.019w      2 calls
